Age,Income,MonthlySpending,SessionDuration,PageViewsPerVisit,AccountAge,DeviceType,MembershipTier,PurchaseCategory
53,93.9,226.03,21.6,16.8,29,Mobile,Basic,2
32,73.1,263.95,37.9,22.8,9,Desktop,Basic,1
27,43.2,53.16,16.4,14.5,28,Desktop,Basic,3
33,43.8,509.83,34.0,11.5,42,Mobile,Silver,2
18,52.5,491.04,24.1,13.8,33,Desktop,Silver,2
39,59.3,395.62,28.1,15.4,37,Mobile,Gold,0
30,75.4,650.76,21.2,6.3,29,Tablet,Silver,0
27,49.3,452.82,32.8,12.1,30,Desktop,Gold,0
23,34.8,181.52,37.9,24.0,8,Desktop,Basic,1
56,53.5,599.92,37.2,15.5,15,Mobile,Basic,0
46,51.0,174.19,27.9,17.9,48,Tablet,Basic,0
19,48.0,178.09,20.8,9.4,39,Desktop,Basic,3
21,27.2,106.32,5.0,10.3,4,Desktop,Gold,3
39,56.5,130.21,17.9,15.5,34,Desktop,Silver,3
42,116.3,474.9,24.9,11.8,21,Desktop,Silver,0
21,56.3,335.95,31.5,14.6,25,Tablet,Silver,1
34,20.0,302.5,36.2,22.4,30,Mobile,Gold,0
32,99.7,513.89,25.5,14.1,38,Desktop,Gold,0
36,67.9,553.95,16.2,10.5,7,Mobile,Gold,0
39,72.5,884.63,28.5,5.7,38,Mobile,Basic,0
31,71.0,349.12,26.6,15.9,16,Desktop,Basic,0
18,33.3,567.1,31.0,9.9,5,Desktop,Platinum,2
34,94.7,845.88,40.1,10.6,18,Mobile,Silver,0
42,56.9,617.09,16.2,11.8,1,Mobile,Silver,2
45,49.8,139.8,9.0,14.1,20,Mobile,Gold,1
44,52.3,50.0,27.3,21.5,40,Mobile,Silver,0
41,43.7,290.54,22.8,13.5,9,Mobile,Gold,1
48,85.4,690.97,31.5,18.8,23,Desktop,Gold,0
18,59.8,181.77,40.2,24.4,16,Mobile,Basic,1
29,90.8,533.4,48.5,12.8,20,Mobile,Basic,0
45,69.5,745.86,29.7,12.6,15,Desktop,Platinum,0
35,63.0,440.78,19.9,21.8,33,Mobile,Basic,0
33,54.9,184.31,11.0,15.2,17,Desktop,Basic,1
37,78.1,91.93,21.0,9.1,34,Desktop,Silver,3
18,85.0,298.37,22.5,18.4,11,Mobile,Gold,0
73,66.5,571.69,38.8,9.6,10,Mobile,Silver,2
51,50.6,249.96,16.0,22.5,6,Desktop,Gold,1
29,64.3,106.26,9.7,14.6,15,Desktop,Silver,3
50,73.2,223.88,43.2,15.8,37,Desktop,Silver,2
40,20.0,313.87,16.7,14.8,4,Tablet,Gold,1
35,75.1,314.8,34.6,21.0,25,Mobile,Silver,1
54,62.0,101.88,6.2,10.7,33,Desktop,Basic,3
46,123.0,472.04,27.7,10.9,18,Desktop,Silver,0
43,113.6,226.47,14.4,20.5,41,Tablet,Platinum,0
35,20.0,338.47,27.7,10.5,26,Desktop,Gold,0
56,63.6,285.69,34.8,12.1,31,Desktop,Silver,2
55,40.8,384.54,31.7,13.9,38,Tablet,Gold,2
41,62.5,229.85,18.0,18.6,10,Mobile,Platinum,0
20,36.2,95.4,18.5,26.0,11,Mobile,Basic,1
38,22.0,375.33,15.6,17.6,14,Mobile,Basic,1
43,74.2,359.15,28.7,16.0,16,Mobile,Gold,0
28,39.0,130.74,22.8,13.8,21,Mobile,Silver,4
45,69.0,589.38,24.0,16.6,28,Mobile,Gold,0
19,88.4,503.45,18.8,16.8,7,Desktop,Gold,0
39,56.4,218.13,16.9,19.3,9,Desktop,Basic,1
35,33.8,382.46,24.6,14.1,37,Desktop,Silver,2
43,49.8,518.81,24.6,8.3,7,Desktop,Gold,0
19,72.5,308.49,42.0,26.5,16,Mobile,Silver,1
61,39.2,275.2,24.3,17.7,47,Desktop,Silver,1
33,93.7,368.38,27.0,18.1,15,Mobile,Platinum,0
63,88.6,416.1,19.4,15.5,9,Desktop,Gold,0
31,73.8,207.85,18.4,19.2,19,Mobile,Basic,1
40,45.5,381.55,5.0,9.1,33,Mobile,Gold,0
35,50.4,173.91,30.7,10.5,24,Desktop,Basic,3
72,93.4,372.73,30.7,9.2,25,Desktop,Gold,2
36,59.5,241.65,12.0,8.2,8,Mobile,Silver,4
35,103.2,550.02,22.2,11.5,34,Mobile,Platinum,0
23,48.9,175.76,22.7,17.0,4,Mobile,Basic,4
37,52.4,597.49,27.7,26.0,21,Mobile,Platinum,0
46,46.0,659.4,32.6,23.0,37,Mobile,Silver,0
29,39.8,311.87,28.4,14.8,21,Mobile,Silver,0
37,82.6,301.27,20.7,22.7,38,Mobile,Silver,0
49,51.1,253.11,40.9,25.9,27,Tablet,Silver,1
50,54.1,239.66,42.3,32.3,39,Mobile,Basic,1
25,77.4,288.88,20.8,18.5,29,Desktop,Silver,0
19,37.7,156.11,23.4,14.6,9,Mobile,Silver,1
37,119.9,522.95,21.0,9.0,23,Mobile,Gold,0
33,89.2,241.59,11.1,25.2,21,Mobile,Basic,1
25,,736.09,23.6,20.4,9,Desktop,Silver,0
49,79.0,499.76,23.2,15.3,40,Desktop,Silver,2
62,36.8,376.04,25.9,17.7,9,Desktop,Silver,2
41,80.0,260.4,28.9,17.0,9,Mobile,Gold,1
30,66.0,536.44,18.6,13.8,35,Mobile,Gold,0
35,83.7,598.39,19.0,12.2,16,Mobile,Platinum,0
37,73.9,427.28,37.5,11.6,9,Desktop,Platinum,2
36,49.3,420.62,15.5,17.4,19,Mobile,Silver,0
45,69.8,463.05,19.1,6.7,18,Desktop,Basic,0
31,60.6,224.5,25.4,11.0,40,Mobile,Platinum,0
34,65.1,255.12,32.0,14.7,6,Tablet,Silver,1
18,46.0,464.21,34.8,29.2,12,Mobile,Basic,1
39,86.3,431.06,27.2,6.9,47,Desktop,Silver,2
49,65.6,399.98,27.2,9.0,24,Desktop,Silver,0
57,62.2,424.69,24.0,19.9,29,Mobile,Basic,0
57,53.9,406.36,5.0,14.7,12,Desktop,Silver,2
25,89.0,333.84,41.1,8.4,3,Mobile,Gold,2
35,86.7,550.64,15.9,6.9,20,Mobile,Platinum,0
38,63.4,437.21,26.3,8.9,30,Desktop,Platinum,1
37,80.6,565.06,35.1,14.9,38,Mobile,Gold,0
37,59.3,84.56,26.2,10.5,33,Desktop,Silver,3
36,73.3,429.8,27.5,21.8,17,Mobile,Silver,0
30,69.3,91.69,,8.2,4,Tablet,Silver,3
31,28.3,290.91,22.4,4.3,17,Mobile,Gold,1
38,76.2,455.69,36.5,25.6,5,Mobile,Silver,1
31,88.6,537.16,36.8,14.2,15,Desktop,Silver,0
18,20.0,369.42,32.7,20.1,5,Mobile,Basic,1
39,63.3,585.02,17.4,12.4,32,Mobile,Basic,0
29,58.4,503.13,28.9,16.1,17,Mobile,Basic,0
30,83.7,137.89,48.9,20.6,16,Desktop,Basic,1
36,23.2,310.43,29.1,16.4,1,Mobile,Silver,4
51,29.7,381.64,48.0,20.2,3,Desktop,Gold,1
56,88.2,331.9,17.3,15.9,18,Desktop,Gold,2
39,106.2,201.18,32.3,14.0,22,Mobile,Platinum,0
40,59.6,273.75,10.7,21.2,20,Mobile,Gold,0
23,88.0,499.19,23.1,16.5,12,Desktop,Gold,0
41,48.3,285.93,45.7,27.7,38,Tablet,Gold,1
28,36.9,126.72,22.8,9.6,23,Desktop,Silver,3
18,35.2,304.71,60.0,14.1,15,Mobile,Silver,1
40,112.5,307.28,22.5,12.6,6,Tablet,Silver,0
51,63.3,318.56,21.4,19.6,25,Desktop,Basic,0
42,54.6,256.52,40.2,18.9,34,Mobile,Basic,1
26,70.2,450.38,14.4,15.5,31,Mobile,Silver,0
52,41.0,308.92,37.8,19.2,37,Mobile,Silver,2
57,89.9,199.66,36.2,9.6,17,Tablet,Gold,2
30,72.8,310.94,32.8,22.1,23,Tablet,Silver,1
28,88.0,578.55,30.6,18.8,30,Mobile,Gold,0
44,114.5,356.72,19.1,21.4,13,Desktop,Basic,0
27,92.5,331.38,27.9,16.4,44,Mobile,Basic,0
47,,260.33,31.7,11.7,20,Desktop,Silver,0
29,74.3,447.07,26.5,18.3,21,Mobile,Silver,0
33,52.2,208.95,30.6,25.1,29,Mobile,Basic,1
44,83.7,198.27,43.8,11.9,29,Desktop,Silver,1
30,68.8,429.99,12.7,6.2,30,Desktop,Gold,0
22,84.6,301.47,28.3,20.7,28,Mobile,Gold,0
33,76.3,248.6,21.8,13.4,21,Mobile,Gold,0
24,97.6,148.91,29.9,13.1,26,Mobile,Gold,0
53,66.3,335.78,25.9,14.8,19,Desktop,Basic,2
37,38.5,448.43,15.2,18.1,2,Mobile,Gold,0
26,69.3,533.44,32.1,13.6,7,Desktop,Basic,0
45,97.3,475.21,32.7,24.6,38,Mobile,Gold,0
54,56.9,152.53,28.8,11.1,27,Desktop,Basic,3
35,60.0,304.39,39.6,25.2,17,Desktop,Basic,1
57,81.4,405.61,29.3,18.0,31,Mobile,Basic,0
48,61.9,412.54,32.3,29.1,30,Mobile,Basic,1
57,82.4,649.2,37.7,8.6,34,Desktop,Silver,2
38,72.4,139.2,24.6,6.5,2,Desktop,Basic,4
25,74.7,628.33,31.8,26.1,24,Mobile,Silver,0
34,33.4,50.0,33.7,10.1,60,Mobile,Basic,3
28,40.4,163.68,24.0,12.6,47,Mobile,Silver,3
32,51.8,306.39,25.4,10.3,37,Desktop,Basic,3
43,54.5,204.34,29.2,18.1,4,Mobile,Silver,1
18,34.5,375.35,44.9,10.8,34,Desktop,Gold,1
24,89.9,488.78,30.1,9.2,2,Desktop,Basic,0
70,42.3,337.15,21.3,11.9,1,Desktop,Gold,2
43,50.8,299.06,41.3,20.8,20,Mobile,Basic,1
20,41.7,405.12,48.1,12.5,22,Desktop,Silver,1
36,74.9,338.28,12.7,18.8,28,Mobile,Gold,0
43,82.4,477.67,17.4,9.5,9,Desktop,Silver,2
41,50.4,306.41,48.8,16.8,41,Desktop,Platinum,2
26,53.8,364.81,17.4,12.0,23,Mobile,Basic,0
45,51.4,414.38,26.3,12.9,19,Mobile,Gold,2
51,51.0,270.53,35.9,24.9,27,Mobile,Silver,1
44,53.3,332.6,41.4,6.5,18,Mobile,Silver,2
33,58.4,388.68,39.4,13.5,29,Mobile,Silver,0
44,108.4,483.21,22.6,17.5,1,Mobile,Basic,0
43,34.3,159.7,5.0,8.1,27,Mobile,Basic,3
44,74.5,310.41,32.5,16.3,28,Mobile,Silver,0
33,42.8,270.27,20.4,12.5,43,Desktop,Gold,2
21,56.1,436.52,14.2,28.1,8,Desktop,Gold,1
34,95.1,249.92,13.6,22.1,16,Tablet,Basic,1
41,92.6,444.95,28.5,15.7,46,Mobile,Basic,0
28,42.6,368.07,20.7,22.4,16,Mobile,Silver,1
47,95.4,529.59,19.5,16.3,31,Desktop,Platinum,0
31,80.5,371.16,30.6,4.9,40,Mobile,Silver,0
39,85.8,761.74,27.4,14.8,26,Desktop,Gold,0
33,85.9,438.84,24.2,24.4,13,Desktop,Silver,0
38,50.6,240.18,22.5,12.4,19,Mobile,Basic,4
32,24.5,209.11,8.6,11.8,11,Tablet,Platinum,4
45,79.9,520.98,23.5,20.3,5,Desktop,Silver,0
39,20.0,538.84,37.7,14.8,31,Desktop,Gold,2
50,88.9,468.42,21.8,8.7,30,Mobile,Basic,0
39,48.7,341.37,26.7,25.2,9,Mobile,Basic,1
56,39.5,486.46,13.2,11.0,9,Desktop,Silver,2
37,29.0,94.17,23.1,8.9,25,Mobile,Basic,3
29,62.5,337.03,16.9,13.1,16,Desktop,Silver,0
61,65.0,358.64,21.8,16.3,56,Desktop,Gold,2
33,64.6,501.22,26.0,12.5,30,Mobile,Gold,0
48,,131.86,19.4,21.0,10,Mobile,Basic,4
33,88.3,439.38,18.1,26.7,1,Desktop,Gold,0
23,88.7,142.86,40.1,7.5,7,Mobile,Basic,1
32,40.1,76.36,34.6,20.3,22,Desktop,Silver,1
31,73.2,202.43,22.8,28.3,32,Mobile,Gold,1
25,101.6,640.9,24.5,26.7,30,Mobile,Basic,0
40,51.3,182.5,13.3,6.0,36,Tablet,Basic,3
30,123.5,591.48,20.8,21.1,33,Mobile,Platinum,0
37,20.0,411.71,5.0,17.3,2,Mobile,Basic,1
23,20.0,481.06,41.7,13.2,36,Mobile,Gold,0
30,49.5,329.06,38.6,16.1,33,Mobile,Silver,0
40,77.5,311.74,34.9,12.6,25,Mobile,Gold,1
18,107.7,308.28,28.1,19.8,37,Desktop,Silver,0
36,103.8,518.81,36.6,17.7,23,Desktop,Gold,0
22,93.1,355.86,18.3,20.1,13,Mobile,Gold,0
18,84.6,468.95,9.7,11.5,2,Desktop,Gold,0
56,86.8,282.68,32.9,12.0,33,Desktop,Gold,2
34,28.9,110.63,18.5,10.9,40,Desktop,Basic,3
25,100.0,418.74,20.9,17.7,17,Desktop,Silver,0
53,66.9,422.65,20.0,5.4,36,Mobile,Gold,0
27,69.5,462.76,15.9,12.7,36,Desktop,Gold,0
39,53.2,363.6,27.0,9.4,9,Desktop,Basic,0
28,76.3,190.36,5.4,19.2,34,Mobile,Basic,1
32,30.3,117.57,42.0,15.2,33,Tablet,Platinum,1
42,59.6,625.07,17.6,7.8,14,Tablet,Silver,0
43,97.8,390.6,10.1,7.2,11,Desktop,Basic,0
54,90.9,280.77,19.4,12.5,29,Mobile,Gold,0
65,111.3,304.51,24.6,10.6,31,Desktop,Silver,2
18,41.6,226.33,23.2,20.8,5,Mobile,Silver,4
24,39.6,371.81,23.2,17.3,20,Desktop,Platinum,0
25,41.3,537.55,38.2,27.7,35,Desktop,Gold,0
45,51.7,114.71,24.2,8.4,26,Desktop,Basic,3
26,50.5,145.02,24.1,12.3,25,Mobile,Silver,3
18,85.6,494.77,33.1,14.9,5,Mobile,Basic,0
34,92.7,521.41,23.8,6.7,12,Mobile,Gold,0
32,75.8,622.49,29.9,19.8,28,Mobile,Basic,0
21,65.6,210.61,26.1,20.1,34,Mobile,Gold,1
37,108.0,542.28,12.2,10.4,12,Desktop,Gold,0
29,62.1,456.7,25.6,10.2,21,Desktop,Silver,0
18,23.1,323.5,17.6,17.0,19,Mobile,Gold,1
53,75.0,628.62,27.2,25.7,37,Desktop,Basic,0
46,78.8,316.09,25.6,6.8,18,Desktop,Gold,2
28,73.1,440.94,28.1,12.7,29,Desktop,Gold,0
32,87.2,278.08,19.2,9.1,23,Mobile,Silver,0
27,23.9,412.72,24.4,25.9,13,Desktop,Silver,1
36,112.7,380.02,21.4,20.0,36,Desktop,Gold,0
26,32.8,119.8,16.4,18.1,14,Mobile,Gold,4
51,62.8,388.34,33.9,22.3,26,Mobile,Basic,1
38,113.8,218.89,8.8,13.7,36,Mobile,Platinum,0
46,39.3,360.28,12.4,14.5,25,Tablet,Silver,2
37,64.2,605.04,31.4,6.1,21,Mobile,Silver,0
48,43.7,112.86,15.3,11.1,37,Mobile,Gold,3
57,71.4,232.74,21.0,19.2,15,Tablet,Basic,0
18,41.5,226.66,19.2,21.3,17,Mobile,Gold,1
41,65.2,280.56,20.7,6.9,45,Mobile,Gold,0
31,26.0,665.15,35.7,15.5,28,Mobile,Silver,0
23,61.5,487.93,24.6,13.4,45,Desktop,Silver,2
60,76.3,470.13,36.7,13.2,51,Desktop,Basic,2
48,21.2,515.69,30.8,6.5,27,Desktop,Basic,0
34,56.1,616.45,21.7,16.3,40,Desktop,Basic,0
39,59.0,630.29,32.1,13.3,38,Tablet,Gold,2
46,22.6,234.84,9.7,15.2,37,Mobile,Silver,3
61,87.1,452.65,20.7,11.7,25,Desktop,Silver,0
24,73.1,378.26,29.4,23.5,24,Mobile,Basic,1
20,109.6,411.64,30.6,18.6,1,Desktop,Silver,0
41,60.3,124.62,28.6,10.3,48,Desktop,Basic,3
29,82.8,408.2,23.2,11.5,18,Mobile,Silver,0
18,76.2,50.0,23.5,13.1,31,Desktop,Silver,0
56,31.7,313.03,41.7,9.2,29,Tablet,Gold,2
49,64.2,618.45,17.7,3.0,39,Mobile,Platinum,0
37,64.1,170.7,19.9,26.9,20,Tablet,Basic,1
50,89.5,378.8,13.8,17.9,13,Desktop,Platinum,0
23,101.3,580.86,28.1,8.8,45,Tablet,Gold,0
45,68.9,372.71,25.6,12.6,51,Mobile,Platinum,0
27,35.8,438.84,24.3,24.7,25,Mobile,Silver,1
35,51.6,446.44,31.2,23.6,11,Tablet,Basic,0
29,45.6,307.37,14.8,14.4,1,Tablet,Basic,1
26,50.5,567.21,31.1,12.3,50,Desktop,Gold,2
39,51.0,179.55,22.6,10.9,35,Desktop,Basic,2
35,67.7,313.25,28.2,12.5,28,Desktop,Silver,0
42,87.4,420.49,32.3,8.6,23,Tablet,Platinum,0
33,95.7,146.93,16.5,23.7,1,Mobile,Gold,0
38,103.3,493.98,36.5,12.5,20,Mobile,Platinum,0
41,98.7,580.25,12.4,13.3,27,Desktop,Basic,0
36,45.5,260.66,18.2,17.1,3,Mobile,Gold,1
26,110.7,413.19,27.3,11.8,19,Mobile,Platinum,0
38,68.4,450.5,31.5,12.4,8,Desktop,Silver,0
44,88.1,384.59,14.3,13.6,23,Mobile,Silver,0
18,66.8,159.46,33.1,17.6,24,Mobile,Gold,1
36,72.8,357.7,32.8,12.9,23,Desktop,Silver,0
25,46.4,196.04,28.8,8.0,25,Mobile,Silver,1
20,83.7,354.85,35.4,17.4,42,Desktop,Gold,0
47,43.2,129.36,14.2,16.2,27,Tablet,Silver,3
24,69.8,68.73,11.2,9.5,10,Desktop,Silver,3
18,79.0,533.03,21.6,8.2,23,Mobile,Basic,0
30,55.5,290.43,26.2,19.5,30,Desktop,Silver,0
43,102.9,307.52,24.5,17.8,18,Mobile,Platinum,0
27,59.8,,17.0,9.2,28,Mobile,Silver,0
26,40.3,215.83,55.2,18.2,9,Tablet,Platinum,1
71,84.5,,20.5,16.8,42,Mobile,Silver,2
32,86.1,302.04,26.2,18.6,16,Mobile,Basic,1
64,94.2,251.94,39.5,15.0,40,Mobile,Gold,2
31,91.7,268.97,16.7,16.5,15,Tablet,Platinum,0
43,59.9,486.66,27.6,12.6,21,Mobile,Basic,0
32,60.1,447.3,17.8,10.1,38,Desktop,Silver,2
45,44.2,134.37,25.2,9.4,36,Desktop,Platinum,0
25,83.8,355.35,36.0,27.2,8,Mobile,Gold,1
38,71.9,168.32,32.7,5.9,12,Mobile,Basic,0
30,35.9,284.91,27.0,13.3,21,Desktop,Basic,0
25,28.3,183.93,10.5,15.6,12,Desktop,Platinum,4
60,94.3,430.46,29.6,4.6,36,Desktop,Basic,0
22,40.5,185.51,18.5,11.9,15,Mobile,Silver,4
30,53.3,172.8,12.8,12.6,17,Mobile,Silver,4
64,26.1,290.15,31.0,10.4,29,Desktop,Silver,2
18,26.7,178.53,29.0,10.3,7,Mobile,Gold,1
37,32.7,274.62,28.6,15.2,17,Mobile,Silver,1
34,46.1,162.59,23.0,9.0,12,Mobile,Silver,3
41,43.1,587.68,33.1,5.4,29,Desktop,Gold,0
36,37.7,258.28,46.6,13.4,21,Mobile,Gold,1
18,32.2,319.5,17.3,19.2,32,Mobile,Gold,1
34,59.4,468.81,24.5,17.3,43,Desktop,Gold,0
40,59.7,793.25,24.0,9.7,52,Mobile,Silver,0
29,78.3,589.63,5.0,19.6,17,Mobile,Platinum,0
27,85.9,301.33,34.5,19.7,26,Mobile,Silver,1
56,73.2,145.05,15.3,6.5,60,Tablet,Gold,3
26,105.4,508.58,41.4,13.4,5,Mobile,Gold,0
75,59.4,158.91,25.5,7.9,26,Desktop,Silver,3
18,41.9,243.71,23.3,11.2,1,Mobile,Silver,1
45,83.4,274.27,27.1,18.5,53,Desktop,Gold,2
38,61.7,263.31,26.0,26.7,5,Mobile,Gold,1
28,53.0,236.33,22.8,9.6,20,Mobile,Gold,2
32,73.7,564.58,23.0,16.6,24,Desktop,Platinum,0
37,44.8,377.33,39.5,11.1,19,Mobile,Silver,2
28,46.1,413.34,26.9,9.6,13,Mobile,Silver,0
26,47.0,52.9,19.0,7.9,15,Mobile,Silver,3
24,63.6,126.4,27.4,10.6,6,Mobile,Basic,4
48,91.0,459.59,35.1,5.6,27,Desktop,Gold,0
19,54.7,425.03,33.9,24.6,16,Desktop,Silver,0
75,89.4,252.68,53.8,14.7,18,Mobile,Platinum,2
54,57.6,356.84,30.8,14.9,24,Desktop,Gold,0
18,54.3,105.49,14.7,7.7,1,Desktop,Basic,3
43,71.2,238.31,31.6,21.5,36,Mobile,Silver,0
52,50.8,521.73,10.8,13.5,31,Tablet,Silver,0
18,38.2,238.55,22.2,12.9,23,Mobile,Basic,4
54,78.1,343.36,28.4,26.2,22,Mobile,Silver,1
34,81.7,139.92,42.4,10.9,13,Mobile,Basic,2
35,101.4,460.52,7.6,8.9,57,Desktop,Gold,0
28,36.9,231.87,31.3,17.2,37,Mobile,Gold,1
25,36.0,360.88,39.3,20.2,12,Mobile,Silver,1
42,47.1,285.96,27.7,29.8,8,Mobile,Basic,1
36,56.0,300.01,21.2,28.9,13,Mobile,Silver,1
22,61.2,266.84,50.3,18.3,20,Mobile,Platinum,1
43,76.9,,26.7,12.0,21,Desktop,Gold,0
47,112.2,371.84,26.1,14.0,11,Desktop,Gold,0
31,56.8,288.63,14.4,11.9,13,Tablet,Gold,2
39,83.8,679.64,18.5,11.2,32,Desktop,Silver,0
39,89.5,270.87,15.2,22.0,17,Desktop,Gold,1
30,54.8,428.11,6.0,15.4,19,Mobile,Gold,0
32,83.4,347.54,39.8,22.0,1,Tablet,Silver,1
31,62.2,50.0,25.0,10.3,51,Mobile,Basic,2
34,63.2,557.97,9.1,20.7,24,Mobile,Gold,0
18,69.2,525.89,20.6,17.9,36,Desktop,Basic,0
42,77.1,464.34,20.1,14.7,12,Desktop,Basic,0
26,41.7,324.92,33.8,18.7,17,Desktop,Silver,1
48,38.8,321.21,24.3,7.8,37,Desktop,Gold,2
25,78.1,449.06,27.5,15.6,24,Desktop,Silver,0
34,61.2,490.58,20.7,9.0,41,Desktop,Silver,2
30,83.2,266.89,34.5,8.9,33,Desktop,Silver,0
31,90.1,198.11,25.6,27.3,4,Desktop,Basic,1
25,57.8,128.52,9.4,12.9,10,Tablet,Basic,3
43,77.6,381.75,16.2,16.6,14,Desktop,Gold,0
52,60.1,239.57,27.0,17.8,20,Desktop,Silver,1
35,46.9,388.89,37.4,7.2,33,Mobile,Silver,0
39,106.2,501.07,22.9,8.5,23,Mobile,Basic,0
34,27.8,658.25,15.1,14.1,30,Mobile,Gold,0
18,96.6,262.58,27.9,17.1,1,Mobile,Silver,0
18,30.9,292.29,29.1,21.8,22,Mobile,Silver,1
43,105.5,304.89,27.1,19.0,27,Mobile,Silver,0
56,56.7,318.89,33.2,15.1,19,Mobile,Basic,1
38,56.7,269.28,29.0,12.3,20,Desktop,Silver,0
40,89.2,508.1,12.9,16.1,17,Desktop,Basic,0
52,81.9,342.21,29.7,18.7,9,Desktop,Silver,1
43,38.2,50.0,14.8,15.6,32,Mobile,Silver,4
27,58.6,251.43,19.7,19.6,43,Mobile,Platinum,0
24,48.3,130.16,9.8,12.8,22,Desktop,Gold,3
36,42.4,245.54,36.4,19.2,7,Tablet,Silver,1
48,75.7,273.54,24.5,18.6,13,Desktop,Silver,1
47,47.6,228.8,25.8,8.4,6,Tablet,Silver,1
40,59.4,376.33,22.8,13.1,32,Mobile,Silver,0
32,47.7,164.93,13.1,13.8,32,Mobile,Basic,0
40,83.6,290.17,32.4,18.5,16,Mobile,Silver,1
38,52.1,511.56,30.3,20.6,32,Mobile,Silver,0
39,51.6,183.38,27.5,12.3,56,Desktop,Basic,3
35,61.6,310.54,11.3,13.4,35,Mobile,Gold,0
37,102.2,221.99,23.7,16.4,24,Mobile,Gold,0
32,80.0,128.71,35.3,13.8,41,Desktop,Basic,2
23,66.7,455.45,17.8,16.1,10,Desktop,Gold,0
18,54.6,118.2,21.7,24.2,14,Desktop,Gold,1
31,36.5,348.55,33.0,10.8,8,Tablet,Basic,1
18,29.5,104.33,12.6,7.5,47,Mobile,Silver,3
55,91.7,430.41,30.7,16.4,42,Mobile,Platinum,2
18,51.6,224.79,41.5,16.5,10,Mobile,Basic,1
44,59.7,491.18,21.4,16.9,29,Desktop,Silver,1
22,59.2,50.0,20.3,5.9,55,Mobile,Basic,3
40,63.0,554.99,19.3,11.1,24,Mobile,Platinum,0
23,82.9,581.59,29.4,18.2,1,Mobile,Basic,0
50,63.4,104.74,17.0,11.7,1,Mobile,Gold,0
39,53.2,676.05,22.8,12.6,30,Desktop,Basic,0
26,44.3,271.24,19.1,18.9,21,Mobile,Silver,1
42,21.6,78.96,38.4,24.6,24,Mobile,Silver,1
23,59.3,305.18,45.9,20.8,22,Mobile,Silver,1
18,75.7,238.15,27.8,15.7,25,Desktop,Silver,0
51,39.0,618.91,26.1,6.7,19,Desktop,Silver,2
46,89.8,532.67,35.0,13.8,29,Mobile,Basic,0
37,20.0,218.03,31.6,19.5,13,Mobile,Gold,1
18,76.3,384.26,24.0,19.6,26,Tablet,Silver,1
40,68.6,527.39,17.3,17.0,23,Mobile,Silver,0
36,75.8,324.05,12.2,6.8,21,Desktop,Basic,0
38,112.0,443.23,12.0,14.0,39,Mobile,Basic,0
36,89.6,372.84,33.8,19.4,2,Desktop,Platinum,2
26,48.5,204.55,29.3,4.0,17,Desktop,Gold,3
32,26.8,205.45,16.4,10.1,5,Mobile,Basic,1
27,95.4,313.93,36.4,12.6,29,Mobile,Gold,0
32,64.9,505.87,24.0,11.3,25,Desktop,Gold,0
46,65.2,405.69,19.5,5.1,25,Desktop,Gold,2
21,79.7,65.98,32.1,13.6,4,Desktop,Silver,2
34,77.8,671.87,16.0,9.5,14,Desktop,Platinum,0
29,69.0,369.06,21.1,11.2,15,Mobile,Silver,0
20,81.5,277.21,26.9,10.5,26,Mobile,Gold,2
19,77.4,375.62,27.9,18.6,11,Mobile,Gold,0
36,50.3,469.82,24.8,9.5,8,Mobile,Platinum,0
45,64.1,645.33,17.4,22.4,26,Mobile,Gold,0
41,68.8,247.56,8.7,13.3,7,Mobile,Gold,1
33,41.5,193.46,20.3,10.6,19,Mobile,Platinum,3
28,36.3,227.5,11.1,15.0,9,Mobile,Silver,4
32,78.6,355.14,15.7,20.7,23,Mobile,Gold,1
34,55.1,293.32,17.8,18.6,3,Mobile,Basic,1
28,54.0,490.39,22.5,12.9,7,Mobile,Basic,0
28,75.6,396.08,33.7,18.2,24,Mobile,Basic,1
28,93.2,567.0,24.7,23.7,29,Mobile,Platinum,0
36,59.5,153.77,21.1,19.7,18,Mobile,Gold,1
36,76.8,469.23,25.1,8.0,1,Mobile,Basic,0
26,64.4,273.23,24.6,20.5,33,Desktop,Gold,0
26,65.9,542.23,21.2,12.9,46,Mobile,Silver,0
36,110.3,176.51,20.0,17.0,25,Tablet,Basic,0
18,70.4,820.95,27.0,18.0,16,Mobile,Platinum,0
46,96.7,511.13,25.6,6.6,3,Tablet,Gold,0
39,37.3,79.26,23.6,8.7,2,Mobile,Gold,4
30,64.8,648.03,31.9,11.3,41,Desktop,Gold,0
48,50.3,337.13,25.9,25.6,19,Mobile,Gold,1
54,72.9,147.36,19.3,9.8,1,Desktop,Basic,3
36,39.2,213.17,16.9,14.8,33,Mobile,Silver,4
31,80.2,139.13,23.8,24.3,31,Mobile,Gold,1
52,74.1,395.61,27.1,12.2,16,Desktop,Gold,2
40,70.6,576.8,14.6,6.3,24,Mobile,Platinum,0
56,99.2,328.73,29.1,11.8,29,Desktop,Gold,0
19,49.7,438.66,16.7,9.5,27,Desktop,Platinum,0
21,95.6,226.68,27.3,21.8,3,Desktop,Gold,1
28,59.9,322.83,44.4,35.0,7,Mobile,Basic,1
22,77.1,138.16,30.2,15.6,28,Desktop,Basic,0
40,79.0,248.24,26.4,24.3,27,Desktop,Gold,0
23,71.0,226.98,40.9,24.8,14,Desktop,Silver,1
